1,1,731.0,184.0,119.0,214.0,1,1,0.0
2,1,747.0,189.0,107.0,199.0,1,1,0.0
3,1,727.1,181.0,130.5,196.51,1,1,0.0
4,1,737.86,152.5,117.19999999999993,221.5,1,1,0.0
5,1,759.0,182.0,90.0,201.0,1,1,0.0
6,1,774.0,184.0,76.0,200.0,1,1,0.0
7,1,754.7,152.5,110.02999999999997,226.8,1,1,0.0
8,1,753.87,150.72,149.33000000000004,233.88000000000002,1,1,0.0
9,1,775.26,170.31,124.13999999999999,212.29000000000002,1,1,0.0
10,1,773.48,163.18,141.12,208.82,1,1,0.0
11,1,771.69,161.4,141.20999999999992,222.99999999999997,1,1,0.0
12,1,801.99,179.22,129.51,196.28,1,1,0.0
13,1,803.77,172.09,124.13,207.01000000000002,1,1,0.0
14,1,800.21,172.09,136.58999999999992,208.80999999999997,1,1,0.0
15,1,809.12,166.74,129.48000000000002,212.36,1,1,0.0
16,1,819.81,175.65,118.79000000000008,205.24999999999997,1,1,0.0
17,1,826.94,181.0,118.75999999999999,201.60000000000002,1,1,0.0
18,1,839.42,182.78,125.88,206.22,1,1,0.0
19,1,837.63,173.87,152.66999999999996,216.93,1,1,0.0
20,1,848.33,186.35,157.9699999999999,216.85,1,1,0.0
21,1,873.28,173.87,129.42000000000007,252.52999999999997,1,1,0.0
22,1,876.84,182.78,149.06000000000006,234.72,1,1,0.0
23,1,867.93,184.56,149.07000000000005,229.33999999999997,1,1,0.0
24,1,880.41,179.22,147.29000000000008,240.08,1,1,0.0
25,1,894.0,192.0,127.0,247.0,1,1,0.0
26,1,907.0,195.0,114.0,242.0,1,1,0.0
27,1,908.0,197.0,120.0,242.0,1,1,0.0
28,1,911.0,200.0,118.0,239.0,1,1,0.0
29,1,921.0,199.0,111.0,236.0,1,1,0.0
30,1,928.0,202.0,112.0,243.0,1,1,0.0
31,1,937.0,203.0,121.0,243.0,1,1,0.0
32,1,953.0,202.0,116.0,255.0,1,1,0.0
33,1,954.0,204.0,122.0,256.0,1,1,0.0
34,1,961.0,203.0,117.0,254.0,1,1,0.0
35,1,972.0,202.0,106.0,262.0,1,1,0.0
36,1,974.0,205.0,109.0,255.0,1,1,0.0
37,1,984.0,204.0,107.0,253.0,1,1,0.0
38,1,988.0,204.0,106.0,255.0,1,1,0.0
39,1,994.0,204.0,113.0,252.0,1,1,0.0
40,1,1004.0,208.0,112.0,252.0,1,1,0.0
41,1,1006.0,209.0,110.0,273.0,1,1,0.0
42,1,1012.0,218.0,106.0,273.0,1,1,0.0
43,1,1018.0,222.0,102.0,268.0,1,1,0.0
44,1,1021.0,225.0,102.0,271.0,1,1,0.0
45,1,1024.0,228.0,102.0,270.0,1,1,0.0
46,1,1027.0,229.0,107.0,273.0,1,1,0.0
47,1,1036.0,231.0,107.0,272.0,1,1,0.0
48,1,1042.0,233.0,105.0,271.0,1,1,0.0
49,1,1046.0,242.0,101.0,259.0,1,1,0.0
50,1,1049.0,241.0,103.0,263.0,1,1,0.0
51,1,1055.0,241.0,105.0,268.0,1,1,0.0
52,1,1062.0,234.0,112.0,270.0,1,1,0.0
53,1,1066.0,235.0,111.0,262.0,1,1,0.0
54,1,1071.0,238.0,113.0,276.0,1,1,0.0
55,1,1074.0,247.0,107.0,273.0,1,1,0.0
56,1,1078.0,230.3,129.70000000000005,298.7,1,1,0.0
57,1,1085.0,253.0,115.0,300.0,1,1,0.0
58,1,1090.0,256.0,114.0,299.0,1,1,0.0
59,1,1091.0,259.0,123.0,294.0,1,1,0.0
60,1,1097.0,259.0,127.0,296.0,1,1,0.0
61,1,1104.0,262.0,121.0,291.0,1,1,0.0
62,1,1112.0,265.0,133.0,322.0,1,1,0.0
63,1,1122.0,265.0,123.0,317.0,1,1,0.0
64,1,1131.0,265.0,120.0,313.0,1,1,0.0
65,1,1135.0,267.0,125.0,294.0,1,1,0.0
66,1,1145.0,268.0,117.0,295.0,1,1,0.0
67,1,1152.0,269.0,132.0,273.0,1,1,0.0
68,1,1157.0,272.0,132.0,272.0,1,1,0.0
69,1,1169.12,262.2,120.58000000000015,320.00000000000006,1,1,0.0
70,1,1168.0,278.0,135.0,291.0,1,1,0.0
71,1,1169.0,279.0,136.0,283.0,1,1,0.0
72,1,1174.0,284.0,131.0,293.0,1,1,0.0
73,1,1177.0,291.0,132.0,303.0,1,1,0.0
74,1,1178.0,297.0,134.0,300.0,1,1,0.0
75,1,1178.0,299.0,139.0,314.0,1,1,0.0
76,1,1183.0,298.0,138.0,316.0,1,1,0.0
77,1,1193.0,307.0,138.0,311.0,1,1,0.0
78,1,1200.0,311.0,136.0,307.0,1,1,0.0
79,1,1206.0,310.0,135.0,306.0,1,1,0.0
80,1,1213.0,314.0,134.0,302.0,1,1,0.0
81,1,1218.0,315.0,135.0,303.0,1,1,0.0
82,1,1230.0,325.0,131.0,284.0,1,1,0.0
83,1,1235.0,316.0,131.0,294.0,1,1,0.0
84,1,1238.0,312.0,139.0,302.0,1,1,0.0
85,1,1247.0,328.0,135.0,282.0,1,1,0.0
86,1,1251.0,330.0,135.0,287.0,1,1,0.0
87,1,1258.0,350.0,139.0,310.0,1,1,0.0
88,1,1262.0,357.0,135.0,307.0,1,1,0.0
89,1,1267.0,354.0,136.0,319.0,1,1,0.0
90,1,1269.0,356.0,146.0,327.0,1,1,0.0
91,1,1270.0,365.0,153.0,319.0,1,1,0.0
92,1,1280.0,370.0,159.0,324.0,1,1,0.0
93,1,1295.0,374.0,156.0,323.0,1,1,0.0
94,1,1307.0,381.0,146.0,283.0,1,1,0.0
95,1,1309.0,395.0,134.0,295.0,1,1,0.0
96,1,1311.69,364.56,166.90999999999985,349.54,1,1,0.0
97,1,1324.17,375.26,177.62999999999988,338.84000000000003,1,1,0.0
98,1,1338.0,402.0,140.0,284.0,1,1,0.0
99,1,1338.43,378.82,150.8699999999999,328.18,1,1,0.0
100,1,1327.73,368.13,182.97000000000003,331.77,1,1,0.0
101,1,1344.55,378.04,168.85000000000014,327.35999999999996,1,1,0.0
102,1,1360.59,372.69,172.41000000000008,351.60999999999996,1,1,0.0
103,1,1349.9,397.64,190.29999999999995,323.06000000000006,1,1,0.0
104,1,1363.0,410.0,162.0,306.0,1,1,0.0
105,1,1360.0,413.0,168.0,308.0,1,1,0.0
106,1,1363.0,416.0,168.0,297.0,1,1,0.0
107,1,1386.0,423.0,155.0,295.0,1,1,0.0
108,1,1390.0,428.0,156.0,303.0,1,1,0.0
109,1,1388.0,435.0,156.0,305.0,1,1,0.0
110,1,1394.0,438.0,150.0,327.0,1,1,0.0
111,1,1395.0,442.0,148.0,326.0,1,1,0.0
112,1,1397.0,449.0,153.0,319.0,1,1,0.0
113,1,1391.0,459.0,161.0,309.0,1,1,0.0
114,1,1400.0,457.0,155.0,310.0,1,1,0.0
115,1,1400.0,460.0,161.0,309.0,1,1,0.0
116,1,1413.0,463.0,154.0,302.0,1,1,0.0
117,1,1421.0,464.0,154.0,303.0,1,1,0.0
118,1,1423.0,471.0,156.0,288.0,1,1,0.0
119,1,1421.97,452.89,177.02999999999997,328.21000000000004,1,1,0.0
120,1,1419.0,470.0,169.0,299.0,1,1,0.0
121,1,1419.0,467.0,174.0,307.0,1,1,0.0
122,1,1418.0,464.0,182.0,323.0,1,1,0.0
123,1,1421.0,468.0,181.0,335.0,1,1,0.0
124,1,1422.0,464.0,185.0,340.0,1,1,0.0
125,1,1425.0,467.0,187.0,331.0,1,1,0.0
126,1,1428.0,471.0,192.0,341.0,1,1,0.0
127,1,1429.0,473.0,193.0,342.0,1,1,0.0
128,1,1430.0,478.0,202.0,334.0,1,1,0.0
129,1,1440.0,476.0,195.0,334.0,1,1,0.0
130,1,1445.0,479.0,195.0,335.0,1,1,0.0
131,1,1457.0,488.0,183.0,322.0,1,1,0.0
132,1,1460.0,487.0,185.0,326.0,1,1,0.0
133,1,1467.0,503.0,179.0,283.0,1,1,0.0
134,1,1469.0,508.0,183.0,286.0,1,1,0.0
135,1,1473.0,509.0,183.0,289.0,1,1,0.0
136,1,1477.0,510.0,182.0,278.0,1,1,0.0
137,1,1477.0,514.0,182.0,273.0,1,1,0.0
138,1,1480.0,515.0,182.0,271.0,1,1,0.0
139,1,1480.0,518.0,183.0,261.0,1,1,0.0
140,1,1481.0,520.0,182.0,259.0,1,1,0.0
141,1,1481.0,526.0,185.0,260.0,1,1,0.0
142,1,1482.0,523.0,182.0,266.0,1,1,0.0
143,1,1485.0,526.0,195.0,261.0,1,1,0.0
144,1,1478.0,527.0,202.0,265.0,1,1,0.0
145,1,1481.0,527.0,198.0,268.0,1,1,0.0
146,1,1423.0,531.0,238.0,282.0,1,1,0.0
147,1,1419.0,534.0,241.0,281.0,1,1,0.0
148,1,1478.22,520.61,225.87999999999988,308.59000000000003,1,1,0.0
149,1,1419.0,549.0,217.0,269.0,1,1,0.0
150,1,1419.0,551.0,204.0,272.0,1,1,0.0
151,1,1418.0,544.0,245.0,285.0,1,1,0.0
152,1,1418.0,543.0,248.0,290.0,1,1,0.0
153,1,1419.0,545.0,247.0,289.0,1,1,0.0
154,1,1419.0,545.0,247.0,291.0,1,1,0.0
155,1,1469.0,544.0,201.0,288.0,1,1,0.0
156,1,1426.0,544.0,243.0,293.0,1,1,0.0
157,1,1418.0,541.0,248.0,292.0,1,1,0.0
158,1,1474.0,543.0,196.0,294.0,1,1,0.0
159,1,1462.0,544.0,205.0,285.0,1,1,0.0
160,1,1412.0,541.0,253.0,291.0,1,1,0.0
161,1,1420.0,533.0,241.0,290.0,1,1,0.0
162,1,1409.0,532.0,255.0,287.0,1,1,0.0
163,1,1415.0,533.0,246.0,286.0,1,1,0.0
164,1,1407.0,532.0,252.0,281.0,1,1,0.0
165,1,1454.0,540.0,210.0,269.0,1,1,0.0
166,1,1457.0,538.0,204.0,253.0,1,1,0.0
167,1,1461.0,544.0,211.0,255.0,1,1,0.0
168,1,1463.0,545.0,193.0,251.0,1,1,0.0
169,1,1392.0,544.0,266.0,247.0,1,1,0.0
170,1,1392.0,540.0,265.0,260.0,1,1,0.0
171,1,1461.0,536.0,192.0,247.0,1,1,0.0
172,1,1405.0,528.0,246.0,252.0,1,1,0.0
173,1,1408.0,534.0,244.0,254.0,1,1,0.0
174,1,1430.0,531.0,223.0,249.0,1,1,0.0
175,1,1408.0,529.0,247.0,270.0,1,1,0.0
176,1,1478.0,529.0,174.0,284.0,1,1,0.0
177,1,1483.0,527.0,167.0,285.0,1,1,0.0
178,1,1486.0,528.0,165.0,283.0,1,1,0.0
179,1,1460.0,528.0,190.0,299.0,1,1,0.0
180,1,1400.0,525.0,249.0,297.0,1,1,0.0
181,1,1399.0,521.0,251.0,302.0,1,1,0.0
182,1,1394.0,521.0,257.0,294.0,1,1,0.0
183,1,1402.0,521.0,249.0,295.0,1,1,0.0
184,1,1483.0,521.0,169.0,290.0,1,1,0.0
185,1,1453.0,521.0,199.0,301.0,1,1,0.0
186,1,1479.0,524.0,176.0,291.0,1,1,0.0
187,1,1474.0,527.0,181.0,289.0,1,1,0.0
188,1,1450.0,531.0,205.0,291.0,1,1,0.0
189,1,1442.0,528.0,215.0,294.0,1,1,0.0
190,1,1440.0,515.0,217.0,299.0,1,1,0.0
191,1,1438.0,515.0,218.0,303.0,1,1,0.0
192,1,1452.48,499.23,224.92000000000007,329.16999999999996,1,1,0.0
193,1,1441.79,492.1,241.01,331.0,1,1,0.0
194,1,1445.36,505.36,229.44000000000005,332.93999999999994,1,1,0.0
195,1,1437.0,520.0,216.0,309.0,1,1,0.0
196,1,1475.0,508.0,182.0,321.0,1,1,0.0
197,1,1481.0,507.0,174.0,321.0,1,1,0.0
198,1,1480.0,505.0,174.0,321.0,1,1,0.0
199,1,1465.0,495.0,190.0,336.0,1,1,0.0
